"RegionID","RegionName","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02"
47,"Pennsylvania",6,13.4334104435943,13.7170907765395,13.5877557484129,14.4698159982568,13.9849775486695,13.6990960911433,15.7445619688389,14.5639878038621,14.5226103552783,15.6142461110994,14.5638282905567,14.2070849576596,13.315984553052,13.1523513924857,13.6781283116962,14.1610565613989,14.1386958349362,15.0899391633333,14.8167710879794,13.3415729268894,13.5217861084029,13.2734443474533,13.2231832449775,14.4556447184509,12.8607326877302,12.5415486939314,13.3418236321551,13.4451050598501,14.5146045082445,14.2568095192748,13.6516364856659,13.5248117458895,13.9818374871039,13.0458589513922,14.3439871095014,15.3002731653692,14.3025080682613,15.4080750505696,14.5047222737543,14.1109860197792,15.0063295267597,13.6207717049642,14.1042113504223,15.3170949245771,15.9331642277956,16.1555127175324,17.1735294029317,17.1145138595416,16.6957734404827,17.1550594828885,15.9733416496652,15.7398608970111,15.6693920687487,15.0001406521942,14.5786492350167,14.8714569226925,15.9933064051866,16.4796663435032,16.9411470079121,16.7031750459084,16.654148637719,16.5622891018771,15.4439341615101,15.8710221620373,14.7916274438555,16.1463346512968,15.8057767524053,15.0548943649394,14.3289395663928,15.1754276170568,14.8602757745245,16.3796947565229,15.0673265128396,13.880959781525,15.8082188910186,15.2484726364345,15.4087599367567,15.5673642906356,14.6763592324766,13.8508817574577,14.9792492443349,15.2709141070451,14.9085306535352,16.6551501041044,15.1513750935237,15.0989885281633,15.2135467817708,14.7326577777152,14.6325308687863,15.194080178574
44,"Ohio",7,13.2365249252716,13.7879186126641,12.877078921568,13.6835223326815,14.0871539103279,13.9070521584322,15.9791809068057,14.9348158695866,14.8354733612726,15.8738522846921,14.7587672172789,14.5195796375099,13.7143442502521,13.0925373431528,13.1877885840047,13.56456894058,13.4936358911704,14.5527453525781,14.0823819556237,13.4322677963684,13.5384795047341,13.62533486804,12.7377767657863,13.5870518086232,12.3974993585244,12.1523178939645,12.661680684286,12.8381567420393,14.1109490227389,13.913993571777,13.1501033578814,13.295010307486,13.6596328226816,13.1569009528365,14.0499876853135,15.0558735866329,14.0102115419037,14.1320808518128,14.6180503414905,14.4443291461915,14.6405621107974,13.866028239071,13.2937868199147,14.3189039534985,14.6819790850701,14.5232925184341,15.9306876054491,16.2328907794055,15.6657107853288,16.0359290292475,14.5052958490238,15.2349658609737,14.7685108011035,13.9232626907448,13.7749854681373,13.3327206284781,14.6937944788818,14.6571622593301,14.9831066521709,15.1874792659093,15.2757641686218,15.1549469403204,14.4169396490276,14.1821926041371,13.5766220008018,14.1039669470142,13.5349831061486,13.0324387112057,12.2808825574192,13.4942911358017,13.0804366193246,14.5409898823856,13.3792263754456,12.2804404155216,14.4466764385321,13.934207253522,13.9740637154209,14.1125351337266,12.9740136930521,12.0717338708051,12.6662589184652,13.0868589921003,13.1633820924736,14.8785891061107,13.714035207481,14.6103593253957,14.3862319491937,13.2437897730252,13.4220068583237,13.6175329901079
30,"Michigan",8,12.5446387137149,12.3539228235019,12.3920303449018,14.1676609647623,13.6629541713959,13.7867229826468,14.270023875901,13.6261619540852,12.2446467850913,12.629547255209,11.6529086577205,11.0340672208712,11.2074146352623,11.1107200800069,11.2941089889613,12.7967579224568,11.9466978722611,12.9118298174353,12.1660476245154,11.4067671683787,11.553116157852,11.0004358512242,9.94120415023829,10.9321456017266,9.57214510634777,9.38867047792802,10.7683305671586,11.5347791336331,12.1998685450477,12.0579228514129,11.2303300160331,11.0942134251446,11.5393926765377,11.3149059939333,12.1574802292141,13.3503458271402,12.4995469416331,13.8128982903012,13.4669403943294,13.3361882591727,13.5147705827817,13.0285433802078,12.6804626847265,13.4254464188294,13.8288830870387,14.1335736825859,15.6844488327977,15.8657099625978,14.2218255774262,14.5607407393497,13.7800824654826,13.473825576846,13.4848592860692,12.3658686353903,13.1918927287376,13.026604560584,14.4683925248664,15.2482921184351,15.3899615000873,15.0569966340754,14.938433153889,14.5260979045763,13.588389106305,13.273826505755,12.9164878909233,13.5013456156858,13.3368744190235,12.6313710410553,12.5697077887876,13.8271896792768,13.500047455998,14.9759215454221,13.37999666832,12.3560813557144,13.374543562855,12.0056492102559,12.477325040155,12.6566405445846,11.6572532641438,11.4815799629921,12.7085651683795,13.0016247570411,13.2851627685891,15.0031548109874,14.0054054164621,14.0840233645212,13.3524808037373,11.485743463655,12.1756366750346,12.1528162527615
16,"Georgia",9,12.8658015156277,12.6977143092007,12.8264255655341,13.9200751972558,13.4990884497514,14.1172900462334,14.6422022276921,14.1827426146195,12.9741574319083,13.4379661183773,12.7132171656708,12.6718169014405,11.9360676261639,11.4449831914171,12.294249710419,12.5878231667191,11.8425981248472,11.7372325587664,11.3111056210235,10.0889092231965,10.6468245051033,9.21443184608101,9.70544384428192,9.59388413479121,9.02394940008964,9.14831344717112,9.72696735687698,9.83477974072114,10.5655442566287,10.1014140681202,10.0020869727046,9.67005427111406,10.3171376553877,9.39818314120603,10.2002312226817,11.2836850292875,10.8553598894502,11.4488140573056,11.3576839904953,11.2657948215776,11.3095050039537,11.5039943639712,11.2905447858877,11.9046313614294,12.3117403585509,12.4792790489372,13.1658385526341,13.6530796118157,13.2881628979243,13.0412186319348,12.1646433262605,12.339433351405,12.4110782384381,11.5992768824444,11.2899913160521,11.6201169072971,11.7981086779132,12.1707530269176,12.6717072921208,12.4021198103945,12.1950306457571,12.3196369568667,11.4403581558663,11.7211144488102,11.6127139879087,11.7403359663874,11.8498543575547,11.7413258431675,11.1905638163696,12.1452130970769,12.0044868640911,13.1527993595998,12.4318985206199,11.5681436104729,11.9089893282974,11.4649114317202,11.4174533867724,11.6596023944374,11.6950864693104,11.1019304353272,11.9553309359012,12.6339673914338,12.8826901271016,13.7671388762183,11.5951639441979,12.3850906616328,12.1970794349177,10.7452979442489,11.0140690849482,11.7401522665546
36,"North Carolina",10,11.6796548503335,11.3348897476382,10.8342975098114,11.7937838778091,12.2252200119381,12.3503398408042,13.1166003678,12.2876386903142,11.6939852983352,12.2788135692885,11.7952018742547,10.9865478543226,10.8173034222008,10.3973031595742,10.7224298227262,10.8735478167312,10.4849302702182,10.9477735312144,10.5679402100504,9.93335408573946,10.2244680559205,10.7788436998762,9.9934327294586,10.7138372736503,9.92169792843786,9.99998708119885,10.2355090685732,10.275080748577,11.1719405845239,10.7984451764388,10.4084191695065,10.3184496593502,10.8101298917426,10.3797420526748,10.6949633027334,12.0199669391932,11.2008254969082,11.7621088688827,11.3971804932986,11.4246738467871,11.7600829262502,11.5573623209865,11.5032293618891,12.0917674503429,12.4708594576176,12.5301882530265,13.4829468216279,12.9252824100565,12.5356508370797,12.4371629471665,11.5934014942995,11.7134176782431,11.797171536894,10.6076549802625,11.2788004803886,10.1880085258495,11.4783274172695,11.4959208352509,12.0459168127826,12.31693925408,11.9471063717811,11.3537251490021,11.2238334388191,11.4120929152931,10.4522561111551,11.0614485345224,10.6196795611014,10.7372475598062,9.9466699472325,10.6619162382115,10.682675880309,11.9418522322656,10.6858106725185,9.85430630154111,11.3072792624072,10.9020013057165,10.4982104825833,10.7426777647052,10.4093667824694,10.0749914001834,10.528358544502,10.874259203592,10.9101657681565,12.120657444331,10.7112397808141,12.2450934274921,11.9559317774664,10.9261053511223,11.0329133501692,11.4951650918483
40,"New Jersey",11,12.7938842004158,13.1088823953982,13.1734512429439,12.9741740906912,12.7240304407309,12.8975404162901,13.9836562923671,14.0693045855464,14.1912506095973,14.7260061365954,13.9298117069788,13.2817926368124,12.4613937397579,12.1906018126755,12.8696474068239,12.8024089238109,12.6007562088022,13.3035527851687,13.4492369640976,11.584468908408,11.8413573607951,11.8986277120884,11.2314146068986,12.439125914966,10.7901397800445,9.90428135085611,9.17588362644261,11.3006594376654,11.6053620936345,11.1925650531913,10.6423781999675,10.3260971657106,10.3440819344319,9.56795435152414,10.5677963511158,11.9178270229395,11.3791764978995,12.2526742465377,12.3168325497946,11.7023359258853,11.7848130170545,11.4378148900384,11.9342953502406,12.6038868022723,13.5383826974174,13.6054287191001,14.7927526860299,15.1040766974743,14.7137365844871,14.8380552860006,13.5838365175798,13.3439374585311,13.1072725580855,12.6916903647818,12.4695933467992,12.9058816895423,13.9483795131662,14.3058758855419,14.8002090033682,15.0658827367412,14.641367428526,15.0586833988289,14.5997765259058,14.686568883295,14.3165375303255,14.857834402436,14.5593265218532,14.3326599305881,12.9827183435804,13.9521928231421,13.5864869452596,14.5998008778192,13.9506540024167,12.861610241014,14.3212348503458,14.3444546281567,14.8436998292607,14.9718439531305,13.9708678088694,13.1268691668513,14.1976639880774,14.1365553590316,14.2155640646066,15.4598316575417,14.2199436400031,14.8480868400543,15.1347958225903,14.2891516588851,15.2178921308591,15.326714142132
56,"Virginia",12,12.9724512001651,12.7952598372446,13.5015989198399,14.2996141662357,14.8788636633451,14.598229688461,14.7740215466874,13.4743134525047,11.8393702406407,12.6934182896355,12.3305487289322,11.3134887441309,11.4909891484592,11.5110960618401,11.9400694804195,12.8094079599229,12.2709147161028,13.0339306276241,11.8749420291584,11.3815067620178,11.171977740638,10.7930072807513,10.4874369699533,11.3643772027056,10.4651100653324,9.86717764936093,11.4640505592637,11.5775728254124,12.4995119134895,12.4366990120694,11.8230253306074,10.7853368221579,11.5912109848519,11.0832587312568,11.8611717849244,12.977148322286,12.2032644927285,13.2834739060165,13.0059266460043,13.213751815892,12.9095371861679,12.7721068520679,12.335829131161,13.2289639353358,14.8244877635814,14.6981168869806,15.4078153145412,15.8799081685623,14.9314889385526,15.5251680439198,14.0711161544789,13.8184163684442,14.3272996618942,13.3602630327374,13.4910129478886,13.8543681860903,14.8210440245602,15.0767328399156,15.3435930082101,15.5846036811113,15.1142381685589,14.957970968415,14.3504051075196,14.3680286919896,13.4620006579567,12.9577847173462,14.2068986600324,14.7269601880196,13.6839285895011,15.115407299427,14.5371374750099,15.6505913276473,14.5234622765529,13.5871086974524,14.2533455628849,13.6948039702739,13.4506561623411,14.2020873877945,14.0977490234086,13.4496148413687,14.5470689155062,14.9004912280574,14.3668710844808,15.6972985332861,14.6930165672413,14.8593588926119,13.7926978126654,12.7017049531962,13.1006220753002,13.8047631690039
59,"Washington",13,14.790243182367,14.0232976682189,13.8074595162901,15.3361723444635,15.990443190015,15.3353490400188,16.4682107011997,16.2859727256766,15.5808791443896,16.1990035418406,14.9694138763428,13.9346880441534,13.4387367347392,13.4660660394202,13.1164741771058,13.2210376494504,12.8570609777461,13.5118931696603,12.0466726593523,11.3007254437062,11.6274090503553,10.878702556516,10.2799780377006,10.7103978392901,9.27486868343942,9.16916184064804,9.31010284649813,10.0243243924208,10.2106561667493,10.5029351305324,10.4492207280411,9.94032197932407,10.9107697899864,10.1979022912174,10.7893139341322,12.1075300131758,11.1012997268899,12.164611505559,11.6591851917523,11.6723925568567,13.1113629795562,12.1056877985888,11.7704733074827,12.2318229836377,11.4023090756686,12.2479263159964,12.5555125867981,13.653918693122,12.5697906926145,12.8219581803354,11.6168527869509,11.331539558996,12.1252219323998,11.5304958064793,11.0381125655886,10.2604173406688,10.9641701600292,10.4488249725282,11.2706176106793,11.453636147429,10.9065969235667,10.6009469229982,10.3246844867552,9.7794531878711,9.21429846117052,9.56338369640888,8.77429671939194,8.83665422121474,8.95920836832415,9.63437532075472,10.0502814720095,11.3706943891742,9.43180756565268,7.81082248470367,10.0805015052486,9.28004030711961,8.17672089906353,7.90080543457432,7.37145879573014,6.8976510054067,8.02406319206558,8.74191189694924,8.70693643810163,11.0346958593132,9.76377191414897,10.6782766604663,10.2779099487148,9.18403156957022,8.74803689912554,8.66677684475779
26,"Massachusetts",14,14.8567215959891,14.1527089751931,13.7274298392885,15.5569626624713,15.0001534481916,15.2110418591345,17.8908187208351,17.4094923891485,17.5354171363585,18.5072989231469,16.2575064601888,15.7895557206085,15.1372820126398,14.7223444875526,14.1842349373123,14.8104411574066,15.2057477455637,16.3565450221991,15.2589278638655,14.9320829868726,14.4571944524314,13.3777856428481,13.048101687942,13.9051295003988,12.5776538345435,11.3957047029345,12.7471343833446,12.4442237752038,13.6688570730869,12.6470703393032,11.9179204919677,12.0391256302845,12.9558746428366,12.260709499128,13.8677391252547,14.6279261049442,13.8545705072918,14.5475207150635,14.1580739671623,13.9664732286792,14.0125732498075,13.4059072018419,13.4518937397703,13.6188524014163,14.6581044669961,14.9144684553073,15.7963391912693,16.2914071171467,16.6259090237054,15.4576275428105,13.733472128278,13.575755063288,13.7983965650883,11.5119447259156,11.9385549677776,12.7365806755414,13.3672693173312,13.5719547915304,14.5033800167181,15.0779408169542,14.4102892222045,14.9730474911059,14.2899123078814,14.3884606567507,13.7937321996091,14.3520262820732,13.4544396153699,12.1966064126268,11.4209761015931,12.3724510877811,12.4894914948371,13.8704829079034,10.7174466171316,12.7143575038662,14.2511825003959,13.6885981791282,14.414515612543,13.3223300545783,12.3238221972258,11.1207025139632,12.1182148685603,12.3748596822065,13.2104249587519,14.4633998236022,13.8392213178802,13.6933662727234,14.2028238909716,12.737361800564,12.8851385434185,13.6525396989679
22,"Indiana",15,11.8510917414613,11.5164315991186,11.4246045450298,13.3743326734813,13.6616503312852,12.0633378065802,14.0951776331551,13.5083930931034,13.2412669732998,14.2742412259112,12.9315051766723,12.9058937070606,11.7068461228119,11.9449421420514,12.2068332951406,13.3600735746133,12.5496657198494,13.9214562320554,13.9355458905433,12.8402658738191,13.7043373388737,13.0233764432532,13.3509555557932,12.9932177405622,11.7868660899974,11.9895511366603,12.0963888569264,12.4616086499954,13.7242735884292,13.2925656031039,13.1684264351665,12.6950417473813,12.8569186545726,12.4751284138647,13.4011066556059,14.3891354193919,13.6250693858439,14.2974468322541,14.1052849761715,14.1565071562264,13.2224948738745,13.5174888803625,13.3964297347886,14.3346586856644,14.5838010307962,14.3736412043067,15.1857650255759,16.14325894155,15.4548112666749,15.3139961944304,14.606909066614,14.3925120018398,14.240150499893,13.9244209703938,14.1444030506868,14.0443570280008,14.5722524392596,15.0789014914001,15.5363606110828,15.2201195673282,15.461514442627,15.5132105836066,14.165888317056,14.0635944037111,13.5655781105641,14.6752394729059,13.9048138812271,12.8704907854295,12.4821020650045,13.5858016001767,13.7890495587248,15.2887875728171,14.4003617605012,13.4554942960146,15.5470826479501,14.2883180736619,14.7451234272191,14.9756278390945,13.8418608133005,13.7989335481662,14.5955634409108,14.6595152120622,14.5846209919107,15.9936172264877,15.2853810270706,15.5903263423318,15.5178683275774,13.827941759377,14.4807833804197,13.9417491857568
